cluster_id,timestamp,open,high,high_pct,low,low_pct,close,close_pct
-1,1774561440,68926.82,68980.7,100.0781698618912,68924.42,99.99651804624091,68952.82,100.0377211657233
-1,1774561500,68977.83,68981.17,100.00484213550934,68926.6,99.92572975983734,68966.43,99.98347295065673
-1,1774561560,68941.2,68981.17,100.05797694266998,68926.6,99.97882253282509,68948.67,100.01083532053403
-1,1774561620,68942.58,68981.17,100.05597411643139,68892.22,99.92695370553292,68907.57,99.94921861061772
-1,1774561680,68969.47,68981.17,100.01696402770675,68889.26,99.88370216561037,68894.74,99.8916477102115
-1,1774561740,68952.82,68981.17,100.04111506969546,68879.55,99.89373893627555,68879.56,99.89375343894564
-1,1774561800,68966.43,68967.71,100.00185597543619,68879.07,99.87332967648175,68899.05,99.90230029305563
-1,1774561860,68948.67,68948.67,100.0,68879.07,99.89905534073392,68913.45,99.94891852156104
-1,1774561920,68907.57,68915.29,100.01120341350011,68879.07,99.95864024808884,68890.92,99.97583719756769
-1,1774561980,68894.74,68915.29,100.02982811169619,68866.41,99.95887929905824,68867.0,99.95973567793418
-1,1774562040,68879.56,68930.71,100.0742600562489,68859.9,99.9714574251055,68930.71,100.0742600562489
-1,1774562100,68899.05,68933.57,100.05010228733198,68859.9,99.94317773612262,68881.53,99.97457149264032
-1,1774562160,68913.45,68933.57,100.02919604228204,68859.3,99.92142317646265,68881.15,99.95312961403035
-1,1774562220,68890.92,68933.57,100.06190946499191,68859.3,99.95410135326979,68875.75,99.97797968150229
-1,1774562280,68867.0,68933.57,100.0966645853602,68855.45,99.9832285419722,68917.8,100.07376537383652
-1,1774562340,68930.71,68933.57,100.00414909406852,68855.45,99.8908178952458,68929.96,99.99891195085617
-1,1774562400,68881.53,68964.23,100.12006121234532,68855.45,99.96213789095567,68887.88,100.00921872670368
-1,1774562460,68881.15,68964.23,100.12061354957054,68855.45,99.9626893569576,68941.77,100.08800666074826
-1,1774562520,68875.75,68987.07,100.16162437432625,68855.45,99.97052663673354,68966.98,100.13245590792114
-1,1774562580,68917.8,68987.07,100.10051104359106,68872.04,99.93360205926479,68919.47,100.00242317659588
-1,1774562640,68929.96,68987.07,100.08285221694602,68865.33,99.90623815826963,68865.33,99.90623815826963
-1,1774562700,68887.88,68987.07,100.14398759259248,68819.9,99.90131790962357,68849.68,99.94454757498706
-1,1774562760,68941.77,68987.07,100.06570762543521,68819.9,99.82322763108633,68905.6,99.94753543461388
-1,1774562820,68966.98,68966.98,100.0,68819.9,99.78673852327591,68922.64,99.93570836362561
-1,1774562880,68919.47,68979.85,100.08760949554605,68819.9,99.85552703757007,68962.38,100.06226107078304
-1,1774562940,68865.33,68979.85,100.16629558008363,68819.9,99.93403066535801,68897.2,100.04627872980495
-1,1774563000,68849.68,68979.85,100.18906405955701,68849.68,100.0,68913.93,100.09331924273286
-1,1774563060,68905.6,68979.85,100.10775611851577,68854.55,99.92591313333024,68907.29,100.00245263084567
-1,1774563120,68922.64,68979.85,100.08300610655658,68854.55,99.90120807908693,68913.51,99.98675326423944
-1,1774563180,68962.38,68963.36,100.00142106464422,68854.55,99.84363938715572,68910.4,99.92462557121722
-1,1774563240,68897.2,68937.0,100.05776722421231,68884.87,99.98210377199653,68895.39,99.99737289759236
-1,1774563300,68913.93,68937.0,100.03347654095481,68873.79,99.94175343069246,68902.18,99.98294974615438
-1,1774563360,68907.29,68926.3,100.02758779223507,68873.79,99.9513839537152,68887.59,99.97141086233403
-1,1774563420,68913.51,68926.3,100.0185594958086,68861.53,99.92457211945816,68861.53,99.92457211945816
-1,1774563480,68910.4,68915.38,100.00722677563911,68857.46,99.9231756019411,68886.95,99.96597030346653
-1,1774563540,68895.39,68915.38,100.02901500376151,68857.46,99.94494551812538,68883.62,99.98291612835052
-1,1774563600,68902.18,68915.38,100.01915759414291,68658.22,99.64593282825015,68723.34,99.7404436260217
-1,1774563660,68887.59,68915.38,100.04034108320528,68658.22,99.66703727042854,68703.91,99.73336271453248
-1,1774563720,68861.53,68897.49,100.05222073921391,68569.07,99.57529261984159,68613.85,99.64032167162131
-1,1774563780,68886.95,68897.02,100.01461815336579,68569.07,99.53854830269015,68775.82,99.83867771762287
-1,1774563840,68883.62,68883.62,100.0,68569.07,99.54336023571354,68748.88,99.80439471677013
-1,1774563900,68723.34,68791.63,100.09936944275411,68569.07,99.77552022355142,68710.79,99.98173837301853
-1,1774563960,68703.91,68791.63,100.12767832282034,68569.07,99.80373751654018,68743.11,100.05705643245048
-1,1774564020,68613.85,68791.63,100.25910220749891,68612.97,99.99871746010463,68713.76,100.14561200107556
-1,1774564080,68775.82,68791.63,100.02298773028078,68668.15,99.84344788619022,68690.14,99.87542133267185
-1,1774564140,68748.88,68756.51,100.01109836262059,68668.15,99.88257263245596,68756.51,100.01109836262059
-1,1774564200,68710.79,68787.72,100.11196203682131,68668.15,99.93794278889823,68786.25,100.10982263484382
2,1774564260,68743.11,68787.72,100.06489377626355,68690.14,99.92294500496122,68754.93,100.01719445046928
-1,1774564320,68713.76,68787.72,100.10763491911956,68690.14,99.96562551663598,68753.05,100.05717923164153
-1,1774564380,68690.14,68787.72,100.1420582342677,68690.14,100.0,68770.3,100.11669797149926
-1,1774564440,68756.51,68787.72,100.04539206542043,68742.03,99.97894017599207,68755.25,99.99816744625346
-1,1774564500,68786.25,68786.25,100.0,68741.17,99.93446364644096,68754.15,99.95333369677806
-1,1774564560,68754.93,68774.04,100.02779437052732,68741.17,99.9799868896674,68754.66,99.99960730088738
-1,1774564620,68753.05,68774.04,100.03052955468883,68741.17,99.98272076656963,68750.51,99.99630561844164
-1,1774564680,68770.3,68770.68,100.0005525641156,68726.48,99.93628063277315,68730.49,99.94211163830899
-1,1774564740,68755.25,68774.62,100.02817239410808,68726.48,99.95815592263862,68767.34,100.01758411175874
-1,1774564800,68754.15,68775.12,100.0304999770923,68726.48,99.95975515659782,68759.19,100.00733046659731
-1,1774564860,68754.66,68781.82,100.03950277697543,68726.48,99.9590136872177,68781.8,100.03947368803803
-1,1774564920,68750.51,68781.82,100.04554148034686,68726.48,99.96504753201104,68766.39,100.02309801047295
-1,1774564980,68730.49,68781.82,100.0746830118627,68730.49,100.0,68759.8,100.04264482909986
-1,1774565040,68767.34,68781.82,100.02105650734782,68734.24,99.95186668555162,68763.2,99.99397970024724
-1,1774565100,68759.19,68786.35,100.0395001744494,68734.24,99.96371394136551,68786.35,100.0395001744494
-1,1774565160,68781.8,68808.02,100.03812054933137,68734.24,99.93085380144167,68751.09,99.95535156102339
-1,1774565220,68766.39,68808.02,100.06053829494321,68728.68,99.94516216424913,68775.81,100.01369855244691
-1,1774565280,68759.8,68808.02,100.07012818536411,68728.68,99.9547409969197,68791.3,100.04581165157549
-1,1774565340,68763.2,68808.02,100.0651802126719,68728.68,99.94979872955301,68778.06,100.02161039625848
-1,1774565400,68786.35,68809.71,100.03396022612046,68728.68,99.91616069176513,68807.42,100.03063107724132
-1,1774565460,68751.09,68809.71,100.08526410272187,68728.68,99.96740415315597,68789.24,100.05549002932173
-1,1774565520,68775.81,68839.66,100.09283787424678,68770.95,99.99293356196023,68815.82,100.0581745238624
-1,1774565580,68791.3,68839.66,100.07029958730247,68773.7,99.97441536938535,68823.62,100.0469826853105
-1,1774565640,68778.06,68839.97,100.0900141702165,68775.19,99.9958271576721,68833.7,100.08089789098442
-1,1774565700,68807.42,68847.17,100.05776993237066,68785.73,99.96847723690264,68847.17,100.05776993237066
-1,1774565760,68789.24,68919.28,100.18904119307031,68788.71,99.99922953066496,68918.65,100.18812535216261
11,1774565820,68815.82,68927.24,100.1619104444298,68799.89,99.97685125309847,68910.02,100.13688712857014
9,1774565880,68823.62,68927.24,100.15055877618761,68820.08,99.9948564170266,68907.13,100.12133915652797
-1,1774565940,68833.7,68948.34,100.16654632832464,68832.18,99.9977917793174,68907.77,100.1076071749739
-1,1774566000,68847.17,68948.34,100.14694866905931,68847.16,99.99998547507472,68912.99,100.09560305819399
-1,1774566060,68918.65,68948.34,100.04307977593874,68900.39,99.97350499465675,68925.17,100.00946042907108
-1,1774566120,68910.02,68948.34,100.05560874891633,68893.89,99.97659266388254,68896.53,99.98042374679328
-1,1774566180,68907.13,68948.34,100.05980513192173,68852.0,99.91999376552178,68872.43,99.94964236647206
-1,1774566240,68907.77,68932.63,100.03607720870956,68823.49,99.87769158688491,68823.71,99.87801085421863
-1,1774566300,68912.99,68932.63,100.02849970665908,68810.56,99.85136329159423,68810.56,99.85136329159423
-1,1774566360,68925.17,68932.63,100.01082333202807,68786.46,99.79875276332291,68806.02,99.82713136579859
-1,1774566420,68896.53,68896.53,100.0,68786.46,99.84023868836356,68810.43,99.87502999062507
-1,1774566480,68872.43,68873.27,100.00121964623582,68786.46,99.87517501560495,68811.23,99.91114005996305
-1,1774566540,68823.71,68841.97,100.02653155431463,68750.81,99.89407720101109,68761.74,99.90995835592123
-1,1774566600,68810.56,68823.5,100.01880525314719,68750.81,99.91316739756223,68779.92,99.95547195081686
-1,1774566660,68806.02,68823.5,100.02540475382821,68750.81,99.91975992798304,68767.24,99.94363865254815
-1,1774566720,68810.43,68823.5,100.01899421352259,68750.81,99.91335615836147,68771.29,99.94311908819637
-1,1774566780,68811.23,68811.23,100.0,68750.81,99.91219456475345,68785.62,99.96278223772485
-1,1774566840,68761.74,68799.47,100.05487063009167,68751.37,99.98491893893318,68793.85,100.04669748031392
-1,1774566900,68779.92,68806.31,100.03836875646263,68751.37,99.95849079208001,68805.97,100.03787442614065
-1,1774566960,68767.24,68806.31,100.05681484381223,68761.83,99.99213288187805,68768.26,100.00148326441484
-1,1774567020,68771.29,68806.31,100.05092241253581,68753.79,99.9745533346837,68777.3,100.00873911191721
-1,1774567080,68785.62,68806.31,100.03007896127127,68752.12,99.95129796024227,68752.12,99.95129796024227
-1,1774567140,68793.85,68806.31,100.01811208414703,68679.45,99.83370606529508,68687.8,99.84584377818656
-1,1774567200,68805.97,68806.02,100.00007266811295,68630.08,99.74436811224375,68657.45,99.78414663727581
15,1774567260,68768.26,68782.84,100.02120164157127,68621.1,99.7860059277347,68641.39,99.81551081850843
-1,1774567320,68777.3,68778.56,100.00183199980226,68621.1,99.7728901832436,68633.56,99.79100662573262
-1,1774567380,68752.12,68752.13,100.00001454500604,68595.18,99.77173067535954,68619.03,99.80642051474196
-1,1774567440,68687.8,68697.33,100.01387437070339,68595.18,99.8651580047694,68641.81,99.9330448784209
-1,1774567500,68657.45,68691.26,100.0492444738335,68595.18,99.90930336037822,68691.26,100.0492444738335
2,1774567560,68641.39,68693.19,100.0754646722626,68595.18,99.93267910221513,68645.63,100.0061770310887
-1,1774567620,68633.56,68693.19,100.08688169461122,68595.18,99.94407983499617,68675.16,100.06061174737258
-1,1774567680,68619.03,68693.19,100.1080749757028,68598.75,99.97044551635312,68666.11,100.06861070463981
-1,1774567740,68641.81,68693.19,100.07485233853828,68636.44,99.99217677972071,68656.5,100.02140095081992
-1,1774567800,68691.26,68693.19,100.00280967331217,68608.85,99.88002840536046,68642.75,99.9293796619832
-1,1774567860,68645.63,68682.82,100.0541767917346,68608.85,99.94642047862334,68681.77,100.05264719691552
-1,1774567920,68675.16,68718.66,100.06334167987376,68608.85,99.90344398178323,68707.65,100.04730968227813
-1,1774567980,68666.11,68727.98,100.09010267219156,68608.85,99.91661097446762,68727.3,100.08911237290128
-1,1774568040,68656.5,68737.55,100.11805145907526,68608.85,99.9305965203586,68703.76,100.06883543437255
-1,1774568100,68642.75,68737.55,100.13810635500474,68642.75,100.0,68671.4,100.04173783830046
-1,1774568160,68681.77,68737.55,100.08121514631902,68667.14,99.97869885997405,68704.75,100.03345866013645
-1,1774568220,68707.65,68737.55,100.04351771600398,68667.14,99.94104004430366,68706.16,99.99783139140985
-1,1774568280,68727.3,68737.55,100.01491401524576,68667.14,99.91246564320147,68704.59,99.9669563623189
-1,1774568340,68703.76,68714.43,100.01553044549527,68667.14,99.94669869596657,68692.49,99.98359623985647
-1,1774568400,68671.4,68714.43,100.06266072921186,68669.57,99.9973351351509,68709.19,100.05503018723954
-1,1774568460,68704.75,68714.43,100.01408927330351,68692.49,99.98215552782014,68696.18,99.98752633551537
-1,1774568520,68706.16,68726.85,100.03011374817048,68692.49,99.98010367629337,68718.47,100.01791687965095
-1,1774568580,68704.59,68726.85,100.03239958203667,68692.49,99.98238836735655,68709.57,100.00724842401361
-1,1774568640,68692.49,68726.85,100.05002002402301,68692.49,100.0,68724.8,100.0470357094349
-1,1774568700,68709.19,68748.21,100.05679007422444,68696.18,99.9810651238939,68748.21,100.05679007422444
-1,1774568760,68696.18,68771.18,100.10917637632835,68696.18,100.0,68765.02,100.10020935661927
-1,1774568820,68718.47,68771.18,100.0767042688814,68708.35,99.98527324604288,68769.84,100.07475428367366
-1,1774568880,68709.57,68804.19,100.13771007444814,68709.57,100.0,68803.91,100.13730256207396
-1,1774568940,68724.8,68804.92,100.1165809140223,68724.78,99.99997089842385,68795.12,100.10232114171302
-1,1774569000,68748.21,68804.92,100.08248942045182,68741.8,99.99067612087646,68792.84,100.06491805386642
-1,1774569060,68765.02,68804.92,100.0580236870432,68741.8,99.96623283175079,68770.71,100.00827455587158
-1,1774569120,68769.84,68804.92,100.05101073377516,68764.57,99.99233675692719,68777.14,100.01061511848799
-1,1774569180,68803.91,68804.92,100.00146793983073,68764.57,99.94282301688959,68788.73,99.97793730036562
-1,1774569240,68795.12,68801.53,100.0093175213591,68764.57,99.95559278041817,68794.22,99.9986917676719
-1,1774569300,68792.84,68803.16,100.01500156120899,68764.57,99.95890560703702,68781.63,99.98370469950072
5,1774569360,68770.71,68803.16,100.04718578592542,68674.28,99.85978042105424,68680.65,99.86904308534838
-1,1774569420,68777.14,68803.16,100.037832337896,68673.94,99.84995014331798,68708.06,99.89955965019772
-1,1774569480,68788.73,68803.16,100.02097727345745,68673.94,99.8331267345683,68738.8,99.92741543563895
-1,1774569540,68794.22,68803.16,100.01299527780097,68673.94,99.82515972998894,68762.27,99.95355714477176
-1,1774569600,68781.63,68786.85,100.00758923567237,68673.94,99.84343203265173,68744.12,99.94546509002475
-1,1774569660,68680.65,68785.23,100.15226996250036,68673.94,99.9902301448807,68758.88,100.11390398896924
-1,1774569720,68708.06,68819.41,100.16206250038206,68705.72,99.99659428602699,68818.73,100.16107280572322
-1,1774569780,68738.8,68831.0,100.13413094205892,68730.94,99.9885654099286,68813.6,100.10881772739705
-1,1774569840,68762.27,68873.58,100.1618765639936,68735.84,99.96156322355267,68873.22,100.1613530210681
-1,1774569900,68744.12,68898.44,100.2244846541057,68735.84,99.98795533348888,68891.03,100.21370555038015
-1,1774569960,68758.88,68908.22,100.21719376464537,68757.23,99.99760030995269,68908.0,100.2168738059724
-1,1774570020,68818.73,68926.36,100.15639637639346,68808.49,99.98512032988694,68913.15,100.13720102071049
-1,1774570080,68813.6,68926.36,100.16386295732238,68813.11,99.9992879314554,68888.74,100.10919353151122
